country,country_code,year,indicator_name,indicator_code,value
Ireland,IRL,2021,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.50610352
Ireland,IRL,2020,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.99989097
Ireland,IRL,2019,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.0000552425146
Ireland,IRL,2018,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.0001401148942
Ireland,IRL,2017,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.1140070623844
Ireland,IRL,2016,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.5
Ireland,IRL,2015,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.4947916666667
Ireland,IRL,2014,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.4917223351728
Italy,ITA,2024,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.2207202
Italy,ITA,2023,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.0278292
Italy,ITA,2022,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.06074504
Italy,ITA,2021,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.8623274
Italy,ITA,2020,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.48342785
Italy,ITA,2019,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.8507102874836
Italy,ITA,2018,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.3871829234822
Italy,ITA,2017,Individuals using the Internet (% of population),IT.NET.USER.ZS,63.0773469984291
Italy,ITA,2016,Individuals using the Internet (% of population),IT.NET.USER.ZS,61.3242527666303
Italy,ITA,2015,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.1417349568747
Italy,ITA,2014,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.6384602242293
Netherlands,NLD,2024,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.00679779
Netherlands,NLD,2023,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.00680272
Netherlands,NLD,2022,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.51968504
Netherlands,NLD,2021,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.05298013
Netherlands,NLD,2020,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.33333333
Netherlands,NLD,2019,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.2885906040269
Netherlands,NLD,2018,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.8918918918919
Netherlands,NLD,2017,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.1972789115646
Netherlands,NLD,2016,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.4109589041096
Netherlands,NLD,2015,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.7241379310345
Netherlands,NLD,2014,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.6666666666667
Norway,NOR,2024,Individuals using the Internet (% of population),IT.NET.USER.ZS,99.0
Norway,NOR,2023,Individuals using the Internet (% of population),IT.NET.USER.ZS,99.00000258
Norway,NOR,2022,Individuals using the Internet (% of population),IT.NET.USER.ZS,98.99997764
Norway,NOR,2021,Individuals using the Internet (% of population),IT.NET.USER.ZS,99.0000036
Norway,NOR,2020,Individuals using the Internet (% of population),IT.NET.USER.ZS,94.60755647
Norway,NOR,2019,Individuals using the Internet (% of population),IT.NET.USER.ZS,98.0000043853142
Norway,NOR,2018,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.4916579887094
Norway,NOR,2017,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.3576012951191
Norway,NOR,2016,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.2982036675068
Norway,NOR,2015,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.810325691365
Norway,NOR,2014,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.3005098242892
Poland,POL,2024,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.58496367
Poland,POL,2023,Individuals using the Internet (% of population),IT.NET.USER.ZS,86.414744
Poland,POL,2022,Individuals using the Internet (% of population),IT.NET.USER.ZS,86.94113479
Poland,POL,2021,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.37490906
Poland,POL,2020,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.18488715
Poland,POL,2019,Individuals using the Internet (% of population),IT.NET.USER.ZS,80.4359068768673
Poland,POL,2018,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.5417345350006
Poland,POL,2017,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.9853659493832
Poland,POL,2016,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.3007040962669
Poland,POL,2015,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.9969871556415
Poland,POL,2014,Individuals using the Internet (% of population),IT.NET.USER.ZS,66.5987360557248
Portugal,PRT,2024,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.48704454
Portugal,PRT,2023,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.79012676
Portugal,PRT,2022,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.49690644
Portugal,PRT,2021,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.30902804
Portugal,PRT,2020,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.26166044
Portugal,PRT,2019,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.3463779408712
Portugal,PRT,2018,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.6609681487507
Portugal,PRT,2017,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.7912139515729
Portugal,PRT,2016,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.423567088723
Portugal,PRT,2015,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.6328614804299
Portugal,PRT,2014,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.5924200648949
Sweden,SWE,2024,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.52930428
Sweden,SWE,2023,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.70327461
Sweden,SWE,2022,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.00970335
Sweden,SWE,2021,Individuals using the Internet (% of population),IT.NET.USER.ZS,94.6703163
Sweden,SWE,2020,Individuals using the Internet (% of population),IT.NET.USER.ZS,94.53943122
Sweden,SWE,2019,Individuals using the Internet (% of population),IT.NET.USER.ZS,94.4934434072202
Sweden,SWE,2018,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.2469631588137
Sweden,SWE,2017,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.0062669652127
Sweden,SWE,2016,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.6509476102355
Sweden,SWE,2015,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.6101966398616
Sweden,SWE,2014,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.5236065037579
Austria,AUT,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.6782850851641
Austria,AUT,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,58.4867595713944
Austria,AUT,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,61.4273121186873
Austria,AUT,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.9539450675875
Austria,AUT,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,51.6630899700616
Austria,AUT,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.8958073929339
Austria,AUT,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.7022394735073
Austria,AUT,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.3260296753968
Austria,AUT,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,52.6634020833052
Austria,AUT,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,53.3960122723239
Austria,AUT,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,53.8561570961341
Belgium,BEL,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,79.2730864114732
Belgium,BEL,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,82.7431955739295
Belgium,BEL,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,94.4213446744405
Belgium,BEL,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,89.6253551052155
Belgium,BEL,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,79.1968705613294
Belgium,BEL,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,82.9674275396401
Belgium,BEL,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,83.4830567161373
Belgium,BEL,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,83.4444050525116
Belgium,BEL,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,79.6181317071952
Belgium,BEL,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,77.8777392199991
Belgium,BEL,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,79.3965205800202
Switzerland,CHE,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,72.1589447667905
Switzerland,CHE,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,73.3331587674762
Switzerland,CHE,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,76.1397677689787
Switzerland,CHE,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,71.1192329157335
Switzerland,CHE,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,64.0955571587348
Switzerland,CHE,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,66.9653936798419
Switzerland,CHE,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,67.4781861031999
Switzerland,CHE,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,66.3484902889967
Switzerland,CHE,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,66.817725925772
Switzerland,CHE,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,63.8289557538988
Switzerland,CHE,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,65.3372701216929
Germany,DEU,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.4340593720908
Germany,DEU,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.9672624196847
Germany,DEU,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.6284043425185
Germany,DEU,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.5198379291429
Germany,DEU,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.1198068808828
Germany,DEU,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.3402444816356
Germany,DEU,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.4968914074717
Germany,DEU,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.2029575981591
Germany,DEU,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.6355419518592
Germany,DEU,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.5853976151835
Germany,DEU,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.6936675523627
Denmark,DNK,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,71.0020132043046
Denmark,DNK,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,69.3143620591443
Denmark,DNK,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,70.7552148776405
Denmark,DNK,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,59.2073478715957
Denmark,DNK,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.0368973244514
Denmark,DNK,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,58.9506079167167
Denmark,DNK,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,56.9833683807386
Denmark,DNK,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.3459515613736
Denmark,DNK,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,53.7439528985173
Denmark,DNK,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.8143215733858
Denmark,DNK,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.8334037514843
Spain,ESP,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.0558792721708
Spain,ESP,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.8166476493913
Spain,ESP,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.6716824276836
Spain,ESP,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.7570843255301
Spain,ESP,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.4810248544563
Spain,ESP,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.6755629292261
Spain,ESP,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.874813986254
Spain,ESP,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.9003952055684
Spain,ESP,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.5770329849408
Spain,ESP,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.2986849561039
Spain,ESP,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.2193399291014
Finland,FIN,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.9077919866069
Finland,FIN,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.7930569401278
Finland,FIN,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,46.2847802806846
Finland,FIN,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.9217732469328
Finland,FIN,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.2143434283611
Finland,FIN,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.6183181143561
Finland,FIN,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.1492205860158
Finland,FIN,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,38.1663150961701
Finland,FIN,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.3333302428645
Finland,FIN,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.7815711349623
Finland,FIN,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.8060042262758
France,FRA,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.8897542343832
France,FRA,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.4562568778842
France,FRA,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.6160484268785
France,FRA,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.2880499332105
France,FRA,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.5572228192655
France,FRA,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.8895593910847
France,FRA,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.9179818922164
France,FRA,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.311834044929
France,FRA,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.498210070063
France,FRA,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.6934947262689
France,FRA,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.741812901515
United Kingdom,GBR,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.9841588401688
United Kingdom,GBR,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.9122697629938
United Kingdom,GBR,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.0619283837069
United Kingdom,GBR,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.2894071087705
United Kingdom,GBR,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.9486520576829
United Kingdom,GBR,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.9028602803155
United Kingdom,GBR,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.854534000688
United Kingdom,GBR,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.9738310965649
United Kingdom,GBR,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.0615561502528
United Kingdom,GBR,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.8790736176463
United Kingdom,GBR,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.5320090066163
Ireland,IRL,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,143.984601661031
Ireland,IRL,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,136.52636667411
Ireland,IRL,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,139.505980538698
Ireland,IRL,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,136.397670222851
Ireland,IRL,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,139.811889906845
Ireland,IRL,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,131.224509342169
Ireland,IRL,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,125.968715436882
Ireland,IRL,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,128.496270792904
Ireland,IRL,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,129.178433843871
Ireland,IRL,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,126.687521960845
Ireland,IRL,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,115.097265448513
Italy,ITA,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.505041554007
Italy,ITA,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.3315893476608
Italy,ITA,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.0991400412578
Italy,ITA,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,31.1716088630092
Italy,ITA,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.7258551870199
Italy,ITA,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.9498739181942
Italy,ITA,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.8135072735991
Italy,ITA,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.1398859152774
Italy,ITA,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.7987488919157
Italy,ITA,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,29.144111052532
Italy,ITA,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,28.6224027363532
Netherlands,NLD,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,82.4303604853273
Netherlands,NLD,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,87.4860612893795
Netherlands,NLD,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,96.4436215813729
Netherlands,NLD,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,86.4500028041052
Netherlands,NLD,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,81.2415259478997
Netherlands,NLD,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,85.3209394926528
Netherlands,NLD,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,87.0564594492635
Netherlands,NLD,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,85.1795472131327
Netherlands,NLD,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,80.9095011629118
Netherlands,NLD,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,83.9918475345943
Netherlands,NLD,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,81.3822615368973
Norway,NOR,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.4917090116126
Norway,NOR,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.9120990269837
Norway,NOR,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.4998207714937
Norway,NOR,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.0363019206366
Norway,NOR,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.2103377797679
Norway,NOR,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.640925320627
Norway,NOR,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,38.2210272883516
Norway,NOR,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.7322649944946
Norway,NOR,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.9381714261875
Norway,NOR,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,38.5751887349717
Norway,NOR,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,39.7276720425482
Poland,POL,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,52.1798133919011
Poland,POL,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,57.8812710195434
Poland,POL,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,62.3525162455456
Poland,POL,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,57.0379760723016
Poland,POL,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,52.4338855199248
Poland,POL,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,52.6128934811742
Poland,POL,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,52.232575443975
Poland,POL,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,51.6925275786294
Poland,POL,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,49.906428862355
Poland,POL,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.1616367257527
Poland,POL,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,46.2206720325579
Portugal,PRT,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.771725043315
Portugal,PRT,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.1554769314882
Portugal,PRT,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,49.4816822004506
Portugal,PRT,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.5484271843512
Portugal,PRT,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.2560151344529
Portugal,PRT,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.6531259432991
Portugal,PRT,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.677580570852
Portugal,PRT,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.9426786480198
Portugal,PRT,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.3550889260564
Portugal,PRT,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.6876664090066
Portugal,PRT,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.1850905816292
Sweden,SWE,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.3095809724471
Sweden,SWE,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.1958779701806
Sweden,SWE,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.3120633586152
Sweden,SWE,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.4842370278491
Sweden,SWE,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,44.2873771533388
Sweden,SWE,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,48.2886583812982
Sweden,SWE,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.9408514773526
Sweden,SWE,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.9177471861903
Sweden,SWE,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.9375471367813
Sweden,SWE,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.7114624281719
Sweden,SWE,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.4587323957165
Austria,AUT,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,58268.8787651601
Austria,AUT,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,56579.504175468
Austria,AUT,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,52336.7725223758
Austria,AUT,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,53648.6437976214
Austria,AUT,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,48716.4098900349
Austria,AUT,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,49885.9947355204
Austria,AUT,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,51194.0749841299
Austria,AUT,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,47163.7425775142
Austria,AUT,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,45061.4993920192
Austria,AUT,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,43915.228020857
Austria,AUT,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,51314.9722616322
Belgium,BEL,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,56614.5679499036
Belgium,BEL,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,55291.4754541329
Belgium,BEL,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,50605.7496677086
Belgium,BEL,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,51658.238294958
Belgium,BEL,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,45906.2875805246
Belgium,BEL,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,46716.6227467964
Belgium,BEL,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,47487.2100392561
Belgium,BEL,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,44035.3239358548
Belgium,BEL,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,41854.5498296444
Belgium,BEL,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,40893.804537772
Belgium,BEL,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,47995.7786961339
Switzerland,CHE,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,103998.186685604
Switzerland,CHE,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,100623.549627296
Switzerland,CHE,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,94394.5106803525
Switzerland,CHE,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,93664.7736696111
Switzerland,CHE,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,85897.7843338323
Switzerland,CHE,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,84121.9310304414
Switzerland,CHE,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,85217.3691512274
Switzerland,CHE,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,82254.3769269767
Switzerland,CHE,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,82153.0745447889
Switzerland,CHE,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,83806.4476003837
Switzerland,CHE,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,88724.9909402638
Germany,DEU,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,56103.7323182554
Germany,DEU,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,54776.7668235491
Germany,DEU,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,50506.5179638543
Germany,DEU,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,52349.2459994422
